1,hsa-let-7a
2,hsa-let-7b
3,hsa-let-7c
4,hsa-let-7d
5,hsa-let-7e
6,hsa-let-7f
7,hsa-let-7g
8,hsa-let-7i
9,hsa-mir-1
10,hsa-mir-100
11,hsa-mir-101
12,hsa-mir-103
13,hsa-mir-106a
14,hsa-mir-106b
15,hsa-mir-107
16,hsa-mir-10b
17,hsa-mir-125a
18,hsa-mir-125b
19,hsa-mir-126
20,hsa-mir-127
21,hsa-mir-128b
22,hsa-mir-129
23,hsa-mir-130a
24,hsa-mir-130b
25,hsa-mir-132
26,hsa-mir-133a
27,hsa-mir-133b
28,hsa-mir-134
29,hsa-mir-135a
30,hsa-mir-135b
31,hsa-mir-136
32,hsa-mir-137
33,hsa-mir-140
34,hsa-mir-141
35,hsa-mir-142
36,hsa-mir-143
37,hsa-mir-144
38,hsa-mir-145
39,hsa-mir-146a
40,hsa-mir-146b
41,hsa-mir-148a
42,hsa-mir-148b
43,hsa-mir-149
44,hsa-mir-151
45,hsa-mir-152
46,hsa-mir-153
47,hsa-mir-154
48,hsa-mir-155
49,hsa-mir-15a
50,hsa-mir-16
51,hsa-mir-17
52,hsa-mir-181a
53,hsa-mir-181b
54,hsa-mir-181c
55,hsa-mir-181d
56,hsa-mir-183
57,hsa-mir-185
58,hsa-mir-186
59,hsa-mir-187
60,hsa-mir-188
61,hsa-mir-18a
62,hsa-mir-18b
63,hsa-mir-190
64,hsa-mir-191
65,hsa-mir-192
66,hsa-mir-193b
67,hsa-mir-194
68,hsa-mir-195
69,hsa-mir-196a
70,hsa-mir-197
71,hsa-mir-199a
72,hsa-mir-199b
73,hsa-mir-19a
74,hsa-mir-19b
75,hsa-mir-200a
76,hsa-mir-200b
77,hsa-mir-200c
78,hsa-mir-203
79,hsa-mir-204
80,hsa-mir-205
81,hsa-mir-208b
82,hsa-mir-20a
83,hsa-mir-20b
84,hsa-mir-21
85,hsa-mir-210
86,hsa-mir-211
87,hsa-mir-212
88,hsa-mir-214
89,hsa-mir-215
90,hsa-mir-216a
91,hsa-mir-216b
92,hsa-mir-217
93,hsa-mir-218
94,hsa-mir-219
95,hsa-mir-22
96,hsa-mir-220
97,hsa-mir-221
98,hsa-mir-222
99,hsa-mir-223
100,hsa-mir-23a
101,hsa-mir-23b
102,hsa-mir-24
103,hsa-mir-25
104,hsa-mir-26a
105,hsa-mir-27a
106,hsa-mir-27b
107,hsa-mir-28
108,hsa-mir-296
109,hsa-mir-297
110,hsa-mir-299
111,hsa-mir-29a
112,hsa-mir-29b
113,hsa-mir-29c
114,hsa-mir-300
115,hsa-mir-301a
116,hsa-mir-301b
117,hsa-mir-302a
118,hsa-mir-302b
119,hsa-mir-302c
120,hsa-mir-302d
121,hsa-mir-30a
122,hsa-mir-30b
123,hsa-mir-30c
124,hsa-mir-30d
125,hsa-mir-30e
126,hsa-mir-32
127,hsa-mir-320
128,hsa-mir-323
129,hsa-mir-324
130,hsa-mir-325
131,hsa-mir-328
132,hsa-mir-330
133,hsa-mir-331
134,hsa-mir-335
135,hsa-mir-337
136,hsa-mir-338
137,hsa-mir-339
138,hsa-mir-33a
139,hsa-mir-33b
140,hsa-mir-340
141,hsa-mir-346
142,hsa-mir-34a
143,hsa-mir-34b
144,hsa-mir-34c
145,hsa-mir-362
146,hsa-mir-365
147,hsa-mir-367
148,hsa-mir-370
149,hsa-mir-371
150,hsa-mir-372
151,hsa-mir-373
152,hsa-mir-375
153,hsa-mir-376a
154,hsa-mir-376b
155,hsa-mir-376c
156,hsa-mir-377
157,hsa-mir-379
158,hsa-mir-381
159,hsa-mir-382
160,hsa-mir-383
161,hsa-mir-409
162,hsa-mir-411
163,hsa-mir-421
164,hsa-mir-423
165,hsa-mir-429
166,hsa-mir-431
167,hsa-mir-432
168,hsa-mir-433
169,hsa-mir-448
170,hsa-mir-449a
171,hsa-mir-449b
172,hsa-mir-452
173,hsa-mir-453
174,hsa-mir-454
175,hsa-mir-484
176,hsa-mir-486
177,hsa-mir-487b
178,hsa-mir-488
179,hsa-mir-494
180,hsa-mir-495
181,hsa-mir-497
182,hsa-mir-499
183,hsa-mir-500
184,hsa-mir-501
185,hsa-mir-507
186,hsa-mir-510
187,hsa-mir-512
188,hsa-mir-515
189,hsa-mir-516a
190,hsa-mir-516b
191,hsa-mir-518b
192,hsa-mir-518c
193,hsa-mir-520a
194,hsa-mir-520b
195,hsa-mir-520c
196,hsa-mir-520d
197,hsa-mir-520e
198,hsa-mir-520f
199,hsa-mir-520g
200,hsa-mir-520h
201,hsa-mir-521
202,hsa-mir-523
203,hsa-mir-525
204,hsa-mir-526a
205,hsa-mir-526b
206,hsa-mir-539
207,hsa-mir-542
208,hsa-mir-550
209,hsa-mir-557
210,hsa-mir-561
211,hsa-mir-575
212,hsa-mir-583
213,hsa-mir-596
214,hsa-mir-598
215,hsa-mir-600
216,hsa-mir-601
217,hsa-mir-602
218,hsa-mir-608
219,hsa-mir-611
220,hsa-mir-612
221,hsa-mir-615
222,hsa-mir-622
223,hsa-mir-629
224,hsa-mir-637
225,hsa-mir-638
226,hsa-mir-642
227,hsa-mir-652
228,hsa-mir-654
229,hsa-mir-657
230,hsa-mir-658
231,hsa-mir-660
232,hsa-mir-662
233,hsa-mir-663
234,hsa-mir-7
235,hsa-mir-769
236,hsa-mir-9
237,hsa-mir-92a
238,hsa-mir-92b
239,hsa-mir-93
240,hsa-mir-95
241,hsa-mir-98
242,hsa-mir-99a
243,hsa-mir-99b
